metric,metric_requested,method,step,score,n_real,n_synth,real_file,synth_file,error
distinct l-diversity,distinct_l_diversity,rtvae,192,1.00000001,191,191,step_192_real.parquet,step_192_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,384,1.00000001,383,383,step_384_real.parquet,step_384_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,576,5.00000001,575,575,step_576_real.parquet,step_576_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,768,2.00000001,767,767,step_768_real.parquet,step_768_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,960,4.00000001,959,959,step_960_real.parquet,step_960_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,1152,9.00000001,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,1344,2.00000001,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,1536,9.00000001,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,1728,15.00000001,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,1920,26.00000001,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
distinct l-diversity,distinct_l_diversity,rtvae,2112,21.00000001,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,192,4.00000001,191,191,step_192_real.parquet,step_192_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,384,6.00000001,383,383,step_384_real.parquet,step_384_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,576,4.00000001,575,575,step_576_real.parquet,step_576_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,768,5.00000001,767,767,step_768_real.parquet,step_768_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,960,8.00000001,959,959,step_960_real.parquet,step_960_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,1152,3.00000001,1151,1151,step_1152_real.parquet,step_1152_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,1344,32.00000001,1343,1343,step_1344_real.parquet,step_1344_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,1536,4.00000001,1535,1535,step_1536_real.parquet,step_1536_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,1728,50.00000001,1727,1727,step_1728_real.parquet,step_1728_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,1920,53.00000001,1919,1919,step_1920_real.parquet,step_1920_synth.parquet,
distinct l-diversity,distinct_l_diversity,tvae,2112,40.00000001,2111,2111,step_2112_real.parquet,step_2112_synth.parquet,
